"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Url"
2023,"Spezia","Serie A","Simone Bastoni","ITA","MF,DF","25",1996,13.2,596,481,114,23,2,5,103,43,48,26,16,0,367,1,38,"https://fbref.com/en/players/1ac232b8/Simone-Bastoni"
2023,"Spezia","Serie A","Julius Beck","DEN","MF","17",2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,"https://fbref.com/en/players/e892c325/Julius-Beck"
2023,"Spezia","Serie A","Mehdi Bourabia","MAR","MF","30",1991,30.8,1282,1208,66,29,5,4,64,7,30,21,4,0,981,8,38,"https://fbref.com/en/players/0d077b88/Mehdi-Bourabia"
2023,"Spezia","Serie A","Mattia Caldara","ITA","DF","28",1994,13.9,600,540,58,31,0,2,1,9,0,0,0,0,461,2,4,"https://fbref.com/en/players/ac7e640b/Mattia-Caldara"
2023,"Spezia","Serie A","Tio Cipot","SVN","FW,MF","19",2003,1.5,59,53,6,1,1,0,7,4,1,1,0,0,40,0,4,"https://fbref.com/en/players/039a4fb6/Tio-Cipot"
2023,"Spezia","Serie A","Bartłomiej Drągowski","POL","GK","24",1997,32.7,1173,889,282,86,0,3,0,0,0,0,0,0,808,2,1,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski"
2023,"Spezia","Serie A","Albin Ekdal","SWE","MF","33",1989,19.3,782,756,24,20,1,4,4,2,0,0,0,0,606,2,14,"https://fbref.com/en/players/f503ea63/Albin-Ekdal"
2023,"Spezia","Serie A","Mikael Ellertsson","ISL","MF,DF","20",2002,1.9,40,39,1,0,0,0,3,0,1,1,0,0,24,0,1,"https://fbref.com/en/players/c55967eb/Mikael-Ellertsson"
2023,"Spezia","Serie A","Salvatore Esposito","ITA","MF","21",2000,10.8,653,570,81,41,1,9,54,1,39,25,10,0,500,2,12,"https://fbref.com/en/players/5cf5c9ad/Salvatore-Esposito"
2023,"Spezia","Serie A","Salvador Ferrer","ESP","DF","24",1998,1.5,95,81,14,1,0,0,1,13,0,0,0,0,73,0,1,"https://fbref.com/en/players/eb76987d/Salvador-Ferrer"
2023,"Spezia","Serie A","Emmanuel Gyasi","GHA","FW,DF","28",1994,31.2,802,711,91,3,1,2,22,59,2,0,0,0,646,0,26,"https://fbref.com/en/players/f9758dae/Emmanuel-Gyasi"
2023,"Spezia","Serie A","Emil Holm","SWE","DF","22",2000,15.5,573,463,108,1,1,3,50,107,0,0,0,0,342,2,21,"https://fbref.com/en/players/c2357b65/Emil-Holm"
2023,"Spezia","Serie A","Petko Hristov","BUL","DF","23",1999,4.1,207,168,38,9,0,3,1,29,0,0,0,0,160,1,1,"https://fbref.com/en/players/d8800a46/Petko-Hristov"
2023,"Spezia","Serie A","Jakub Kiwior","POL","DF","22",2000,16,775,683,89,34,1,3,14,12,9,6,3,0,653,3,4,"https://fbref.com/en/players/dc3e663e/Jakub-Kiwior"
2023,"Spezia","Serie A","Viktor Kovalenko","UKR","MF","26",1996,6.1,241,223,17,4,0,3,15,3,10,5,4,0,189,1,8,"https://fbref.com/en/players/9d60028d/Viktor-Kovalenko"
2023,"Spezia","Serie A","Raimonds Krollis","LVA","FW,DF","20",2001,0.4,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,"https://fbref.com/en/players/b4101c2e/Raimonds-Krollis"
2023,"Spezia","Serie A","Daniel Maldini","ITA","FW,MF","20",2001,7,187,164,22,4,0,1,19,1,9,8,1,0,125,1,7,"https://fbref.com/en/players/801831fe/Daniel-Maldini"
2023,"Spezia","Serie A","Federico Marchetti","ITA","GK","39",1983,0.7,18,9,9,1,0,0,0,0,0,0,0,0,14,0,0,"https://fbref.com/en/players/f794b426/Federico-Marchetti"
2023,"Spezia","Serie A","João Moutinho","POR","DF,FW","24",1998,0.6,42,34,8,0,0,0,3,8,0,0,0,0,30,0,2,"https://fbref.com/en/players/a0aee24e/Joao-Moutinho"
2023,"Spezia","Serie A","Dimitris Nikolaou","GRE","DF","23",1998,32.9,1660,1519,136,48,0,25,18,67,0,0,0,0,1348,5,10,"https://fbref.com/en/players/cf961d8d/Dimitris-Nikolaou"
2023,"Spezia","Serie A","M'Bala Nzola","ANG","FW","25",1996,29.5,593,566,25,4,0,1,10,6,0,0,0,0,471,2,17,"https://fbref.com/en/players/a4948e67/MBala-Nzola"
2023,"Spezia","Serie A","Arkadiusz Reca","POL","DF","27",1995,24.1,1197,943,250,5,0,9,99,245,0,0,0,0,827,4,45,"https://fbref.com/en/players/6213fd82/Arkadiusz-Reca"
2023,"Spezia","Serie A","Jacopo Sala","ITA","MF","30",1991,1.2,46,40,6,4,0,0,4,1,0,0,0,0,36,0,5,"https://fbref.com/en/players/da5a981b/Jacopo-Sala"
2023,"Spezia","Serie A","Leandro Sanca","GNB","FW,MF","22",2000,0.4,12,11,1,0,0,0,2,0,0,0,0,0,9,0,0,"https://fbref.com/en/players/4295f19c/Leandro-Sanca"
2023,"Spezia","Serie A","Eldor Shomurodov","UZB","FW","27",1995,9,205,186,19,0,3,0,3,0,0,0,0,0,143,0,8,"https://fbref.com/en/players/57469b2d/Eldor-Shomurodov"
2023,"Spezia","Serie A","Dávid Strelec","SVK","FW","21",2001,1.9,43,40,3,0,0,0,0,0,0,0,0,0,25,0,2,"https://fbref.com/en/players/2cb9486d/David-Strelec"
2023,"Spezia","Serie A","Daniele Verde","ITA","FW,MF","26",1996,11.1,443,348,93,18,1,6,68,18,37,20,12,0,312,2,8,"https://fbref.com/en/players/d3298c99/Daniele-Verde"
2023,"Spezia","Serie A","Przemysław Wiśniewski","POL","DF","24",1998,11.1,502,468,33,19,0,4,2,11,0,0,0,0,417,1,7,"https://fbref.com/en/players/1bfe5ac9/Przemyslaw-Wisniewski"
2023,"Spezia","Serie A","Jeroen Zoet","NED","GK","31",1991,3.7,133,104,29,6,0,0,0,0,0,0,0,0,75,0,0,"https://fbref.com/en/players/cc1a0c57/Jeroen-Zoet"
2023,"Spezia","Serie A","Petar Zovko","BIH","GK","20",2002,0.8,36,21,15,2,0,0,0,0,0,0,0,0,22,0,0,"https://fbref.com/en/players/54f6afe3/Petar-Zovko"
2023,"Spezia","Serie A","Szymon Żurkowski","POL","MF","24",1997,4.7,101,101,0,0,0,0,4,0,0,0,0,0,70,0,6,"https://fbref.com/en/players/4e1d5e59/Szymon-Zurkowski"
2023,"Strasbourg","Ligue 1","Jean-Eudes Aholou","CIV","MF","28",1994,14.4,592,576,16,13,3,6,5,1,0,0,0,0,447,0,11,"https://fbref.com/en/players/48b28bfd/Jean-Eudes-Aholou"
2023,"Strasbourg","Ligue 1","Ludovic Ajorque","FRA","FW","28",1994,8.6,255,242,10,1,3,3,0,0,0,0,0,0,178,3,1,"https://fbref.com/en/players/462475ed/Ludovic-Ajorque"
2023,"Strasbourg","Ligue 1","Jean-Ricner Bellegarde","FRA","MF,FW","24",1998,26.9,1242,1114,122,33,6,7,123,23,61,18,35,0,952,6,21,"https://fbref.com/en/players/10f0fdd3/Jean-Ricner-Bellegarde"
2023,"Strasbourg","Ligue 1","Franci Bouebari","FRA","DF","18",2003,0.8,23,15,8,0,0,0,1,8,0,0,0,0,13,0,1,"https://fbref.com/en/players/4fb18ca4/Franci-Bouebari"
2023,"Strasbourg","Ligue 1","Colin Dagba","FRA","DF,MF","23",1998,10.6,496,395,99,5,0,0,35,93,1,0,0,0,401,2,14,"https://fbref.com/en/players/29c02c9f/Colin-Dagba"
2023,"Strasbourg","Ligue 1","Thomas Delaine","FRA","DF,MF","30",1992,11.9,537,432,104,4,1,1,66,100,0,0,0,0,356,1,24,"https://fbref.com/en/players/8332db56/Thomas-Delaine"
2023,"Strasbourg","Ligue 1","Habib Diallo","SEN","FW","27",1995,32,597,575,17,1,7,4,7,0,0,0,0,0,397,5,31,"https://fbref.com/en/players/6605d143/Habib-Diallo"
2023,"Strasbourg","Ligue 1","Mouhamadou Diarra","SEN","MF,FW","18",2004,18.1,660,628,32,3,3,3,48,20,1,0,0,0,506,0,13,"https://fbref.com/en/players/6d0fe035/Mouhamadou-Diarra"
2023,"Strasbourg","Ligue 1","Alexander Djiku","GHA","DF","27",1994,29.7,1507,1431,72,56,0,20,6,9,0,0,0,0,1215,4,13,"https://fbref.com/en/players/43e7a164/Alexander-Djiku"
2023,"Strasbourg","Ligue 1","Ismaël Doukouré","FRA","DF,MF","19",2003,25.5,1106,1010,95,44,3,13,11,50,0,0,0,0,910,1,16,"https://fbref.com/en/players/0512a60a/Ismael-Doukoure"
2023,"Strasbourg","Ligue 1","Karol Fila","POL","DF","24",1998,0.5,41,39,2,0,0,0,3,2,0,0,0,0,33,0,0,"https://fbref.com/en/players/50ac8941/Karol-Fila"
2023,"Strasbourg","Ligue 1","Kévin Gameiro","FRA","FW","35",1987,23.3,747,706,39,1,8,1,19,3,0,0,0,0,591,2,30,"https://fbref.com/en/players/42276181/Kevin-Gameiro"
2023,"Strasbourg","Ligue 1","Frederic Guilbert","FRA","DF","27",1994,16.2,864,667,196,36,0,4,55,153,5,1,3,0,617,1,26,"https://fbref.com/en/players/5d8d7454/Frederic-Guilbert"
2023,"Strasbourg","Ligue 1","Dany Jean","HAI","DF,MF","19",2002,0.1,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,"https://fbref.com/en/players/300ec91c/Dany-Jean"
2023,"Strasbourg","Ligue 1","Nordine Kandil","FRA","MF,FW","20",2001,1.1,61,59,2,1,1,0,4,1,0,0,0,0,44,0,2,"https://fbref.com/en/players/c5908bc4/Nordine-Kandil"
2023,"Strasbourg","Ligue 1","Maxime Le Marchand","FRA","DF","32",1989,22.4,1208,1130,76,44,0,14,11,16,0,0,0,0,958,2,12,"https://fbref.com/en/players/321a71a7/Maxime-Le-Marchand"
2023,"Strasbourg","Ligue 1","Dimitri Liénard","FRA","DF,MF","34",1988,17.1,982,785,193,40,0,12,119,100,51,15,28,1,728,4,17,"https://fbref.com/en/players/f7691f63/Dimitri-Lienard"
2023,"Strasbourg","Ligue 1","Lebo Mothiba","RSA","FW,MF","26",1996,4.8,98,87,11,0,0,0,4,1,0,0,0,0,75,0,0,"https://fbref.com/en/players/3eaf8817/Lebo-Mothiba"
2023,"Strasbourg","Ligue 1","Gerzino Nyamsi","FRA","DF","25",1997,17.5,841,810,31,30,0,4,1,1,0,0,0,0,710,0,6,"https://fbref.com/en/players/6043997c/Gerzino-Nyamsi"
2023,"Strasbourg","Ligue 1","Lucas Perrin","FRA","DF","23",1998,19.6,829,763,65,35,1,12,8,26,0,0,0,0,678,1,11,"https://fbref.com/en/players/49070d66/Lucas-Perrin"
2023,"Strasbourg","Ligue 1","Ronaël Pierre-Gabriel","FRA","DF","24",1998,7.3,364,295,69,10,0,1,19,59,0,0,0,0,287,0,9,"https://fbref.com/en/players/64ba07c0/Ronael-Pierre-Gabriel"
2023,"Strasbourg","Ligue 1","Sanjin Prcić","BIH","MF","28",1993,18.1,1056,989,66,51,3,10,29,0,13,9,4,0,890,1,11,"https://fbref.com/en/players/51c30111/Sanjin-Prcic"
2023,"Strasbourg","Ligue 1","Morgan Sanson","FRA","MF","27",1994,15.8,620,578,36,22,6,4,35,3,10,2,5,0,480,6,16,"https://fbref.com/en/players/6e7f1353/Morgan-Sanson"
2023,"Strasbourg","Ligue 1","Matz Sels","BEL","GK","30",1992,38,973,679,292,95,0,0,0,1,0,0,0,0,636,2,0,"https://fbref.com/en/players/834b5c4c/Matz-Sels"
2023,"Strasbourg","Ligue 1","Marvin Senaya","TOG","DF","21",2001,0.1,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0,"https://fbref.com/en/players/1d383c10/Marvin-Senaya"
2023,"Strasbourg","Ligue 1","Ibrahima Sissoko","FRA","MF","24",1997,14.6,636,617,18,15,2,6,10,3,0,0,0,0,489,1,23,"https://fbref.com/en/players/0f8418aa/Ibrahima-Sissoko"
2023,"Strasbourg","Ligue 1","Eduard Sobol","UKR","DF","27",1995,9.7,391,323,68,4,0,2,19,64,0,0,0,0,298,0,3,"https://fbref.com/en/players/2ccd89a3/Eduard-Sobol"
2023,"Strasbourg","Ligue 1","Yuito Suzuki","JPN","FW,MF","20",2001,0.4,13,12,1,0,0,1,0,0,0,0,0,0,11,0,0,"https://fbref.com/en/players/c25a7a2a/Yuito-Suzuki"
2023,"Strasbourg","Ligue 1","Adrien Thomasson","FRA","MF","28",1993,10.4,524,502,21,11,2,3,8,3,1,0,0,0,429,1,13,"https://fbref.com/en/players/c76b7567/Adrien-Thomasson"
2023,"Stuttgart","Bundesliga","Naouirou Ahamada","FRA","MF","20",2002,15.5,529,514,13,4,2,1,6,5,0,0,0,0,449,2,13,"https://fbref.com/en/players/a6c58494/Naouirou-Ahamada"
2023,"Stuttgart","Bundesliga","Waldemar Anton","GER","DF","26",1996,32.6,2059,1854,201,64,4,21,31,136,0,0,0,0,1629,4,31,"https://fbref.com/en/players/5e66fa06/Waldemar-Anton"
2023,"Stuttgart","Bundesliga","Gil Bastião Dias","POR","FW","25",1996,4.4,174,170,4,1,0,2,6,3,0,0,0,0,120,0,14,"https://fbref.com/en/players/e61bdd69/Gil-Bastiao-Dias"
2023,"Stuttgart","Bundesliga","Fabian Bredlow","GER","GK","27",1995,15,595,478,116,25,0,0,0,0,0,0,0,0,510,1,0,"https://fbref.com/en/players/d28339cb/Fabian-Bredlow"
2023,"Stuttgart","Bundesliga","Darko Churlinov","MKD","FW","22",2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c6608135/Darko-Churlinov"
2023,"Stuttgart","Bundesliga","Tanguy Coulibaly","FRA","FW,DF","21",2001,3.6,141,126,14,3,0,1,10,10,1,1,0,0,98,1,13,"https://fbref.com/en/players/05ba9d7c/Tanguy-Coulibaly"
2023,"Stuttgart","Bundesliga","Lilian Egloff","GER","MF,FW","19",2002,2.7,73,66,4,0,2,0,2,1,0,0,0,0,42,3,2,"https://fbref.com/en/players/2f7fec15/Lilian-Egloff"
2023,"Stuttgart","Bundesliga","Wataru Endo","JPN","MF","29",1993,32.5,1477,1448,24,20,7,10,7,4,0,0,0,0,1170,5,31,"https://fbref.com/en/players/c149016b/Wataru-Endo"
2023,"Stuttgart","Bundesliga","Chris Führich","GER","FW,MF","24",1998,20.9,704,633,69,9,2,13,50,21,31,6,18,0,552,2,15,"https://fbref.com/en/players/0cf778df/Chris-Fuhrich"
2023,"Stuttgart","Bundesliga","Sehrou Guirassy","GUI","FW","26",1996,18.3,448,417,30,1,4,5,6,2,1,0,0,0,329,1,14,"https://fbref.com/en/players/923f4dda/Sehrou-Guirassy"
2023,"Stuttgart","Bundesliga","Genki Haraguchi","JPN","MF","31",1991,8.3,301,296,3,1,0,2,8,1,0,0,0,0,243,2,9,"https://fbref.com/en/players/f24ea523/Genki-Haraguchi"
2023,"Stuttgart","Bundesliga","Hiroki Ito","JPN","DF","23",1999,28.5,2100,1933,159,80,1,36,53,60,17,12,5,0,1708,8,24,"https://fbref.com/en/players/204dded0/Hiroki-Ito"
2023,"Stuttgart","Bundesliga","Sasa Kalajdzic","AUT","FW","25",1997,2.6,63,60,3,0,1,1,0,0,0,0,0,0,40,0,2,"https://fbref.com/en/players/15f24fe7/Sasa-Kalajdzic"
2023,"Stuttgart","Bundesliga","Atakan Karazor","GER","MF","25",1996,21.8,1116,1070,42,40,2,9,0,2,0,0,0,0,945,4,11,"https://fbref.com/en/players/5762be5c/Atakan-Karazor"
2023,"Stuttgart","Bundesliga","Thomas Kastanaras","GRE","FW,DF","19",2003,0.8,17,15,2,0,0,0,1,0,0,0,0,0,14,0,2,"https://fbref.com/en/players/778ccc44/Thomas-Kastanaras"
2023,"Stuttgart","Bundesliga","Silas Katompa","COD","FW,MF","23",1998,22.1,399,377,19,1,1,1,33,8,0,0,0,0,295,3,14,"https://fbref.com/en/players/de4cac2d/Silas-Katompa"
2023,"Stuttgart","Bundesliga","Alou Kuol","AUS","FW","21",2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/f1bc3876/Alou-Kuol"
2023,"Stuttgart","Bundesliga","Konstantinos Mavropanos","GRE","DF","24",1997,25.4,1512,1339,166,59,2,49,6,107,0,0,0,0,1255,7,17,"https://fbref.com/en/players/00963611/Konstantinos-Mavropanos"
2023,"Stuttgart","Bundesliga","Enzo Millot","FRA","MF","20",2002,9.9,396,372,22,5,2,1,23,6,6,3,3,0,311,2,10,"https://fbref.com/en/players/f76022e7/Enzo-Millot"
2023,"Stuttgart","Bundesliga","Clinton Mola","ENG","DF","21",2001,0.2,6,2,4,1,0,0,1,3,0,0,0,0,3,0,0,"https://fbref.com/en/players/29ddfb9c/Clinton-Mola"
2023,"Stuttgart","Bundesliga","Florian Müller","GER","GK","24",1997,19,733,575,157,23,0,1,0,1,0,0,0,0,597,1,1,"https://fbref.com/en/players/cbac6ec9/Florian-Muller"
2023,"Stuttgart","Bundesliga","Nikolas Nartey","DEN","DF,MF","22",2000,5.3,282,234,47,12,0,1,9,35,0,0,0,0,225,1,7,"https://fbref.com/en/players/30261ba1/Nikolas-Nartey"
2023,"Stuttgart","Bundesliga","Juan Perea","COL","FW","22",2000,4.6,79,72,7,0,0,0,6,3,0,0,0,0,50,0,3,"https://fbref.com/en/players/ff3d391c/Juan-Perea"
2023,"Stuttgart","Bundesliga","Luca Pfeiffer","GER","FW","25",1996,7.8,201,186,14,0,1,4,1,0,0,0,0,0,129,1,3,"https://fbref.com/en/players/83e1f40e/Luca-Pfeiffer"
2023,"Stuttgart","Bundesliga","Borna Sosa","CRO","DF","24",1998,21.7,1458,1134,322,68,1,12,255,175,79,29,44,0,1076,2,23,"https://fbref.com/en/players/af0d79a9/Borna-Sosa"
2023,"Stuttgart","Bundesliga","Pascal Stenzel","GER","DF","26",1996,3.7,223,172,51,8,0,6,21,34,9,2,7,0,174,0,3,"https://fbref.com/en/players/99f7e9aa/Pascal-Stenzel"
2023,"Stuttgart","Bundesliga","Tiago Tomás","POR","FW,MF","20",2002,14.3,326,297,28,4,4,3,34,4,11,4,5,0,197,1,22,"https://fbref.com/en/players/b492126a/Tiago-Tomas"
2023,"Stuttgart","Bundesliga","Lauren Ulrich","GER","MF","17",2005,0.1,5,4,1,0,0,0,1,0,1,0,1,0,4,0,0,"https://fbref.com/en/players/cd61c7af/Lauren-Ulrich"
2023,"Stuttgart","Bundesliga","Josha Vagnoman","GER","DF","21",2000,16.4,584,497,86,2,1,3,27,84,0,0,0,0,453,1,20,"https://fbref.com/en/players/fb377d11/Josha-Vagnoman"
2023,"Stuttgart","Bundesliga","Dan-Axel Zagadou","FRA","DF","23",1999,14.1,985,956,25,19,0,6,0,6,0,0,0,0,841,4,6,"https://fbref.com/en/players/a4effc55/Dan-Axel-Zagadou"
2023,"Torino","Serie A","Ola Aina","NGA","DF","25",1996,9.7,544,432,108,8,0,3,35,97,3,0,0,0,402,4,17,"https://fbref.com/en/players/246d153b/Ola-Aina"
2023,"Torino","Serie A","Brian Bayeye","FRA","DF","22",2000,0.7,50,38,12,0,0,0,2,12,0,0,0,0,30,0,6,"https://fbref.com/en/players/78e6bf2c/Brian-Bayeye"
2023,"Torino","Serie A","Alessandro Buongiorno","ITA","DF","23",1999,30.2,1573,1527,41,30,1,3,8,6,0,0,0,0,1332,5,21,"https://fbref.com/en/players/4ae67f27/Alessandro-Buongiorno"
2023,"Torino","Serie A","Koffi Djidji","CIV","DF","29",1992,26.9,1441,1408,30,15,1,10,13,14,0,0,0,0,1249,3,20,"https://fbref.com/en/players/933d3b51/Koffi-Djidji"
2023,"Torino","Serie A","Gvidas Gineitis","LTU","MF","18",2004,1.5,90,87,3,1,0,0,0,2,0,0,0,0,75,0,3,"https://fbref.com/en/players/548bd0de/Gvidas-Gineitis"
2023,"Torino","Serie A","Andrew Gravillon","GLP","DF","24",1998,3.5,163,156,6,4,0,3,3,2,0,0,0,0,131,1,1,"https://fbref.com/en/players/49136c42/Andrew-Gravillon"
2023,"Torino","Serie A","Ivan Ilić","SRB","MF","21",2001,13.1,824,767,55,29,3,1,34,7,19,17,2,0,713,2,9,"https://fbref.com/en/players/bb376bed/Ivan-Ilic"
2023,"Torino","Serie A","Emirhan İlkhan","TUR","MF","18",2004,1,43,41,2,2,0,2,0,0,0,0,0,0,36,0,0,"https://fbref.com/en/players/a47c6309/Emirhan-Ilkhan"
2023,"Torino","Serie A","Yann Karamoh","FRA","MF,FW","24",1998,8,216,208,7,1,2,3,15,1,0,0,0,0,163,1,13,"https://fbref.com/en/players/8b66d9cc/Yann-Karamoh"
2023,"Torino","Serie A","Valentino Lazaro","AUT","DF","26",1996,15.3,902,693,205,22,0,1,86,142,41,14,17,1,674,4,20,"https://fbref.com/en/players/016ff750/Valentino-Lazaro"
2023,"Torino","Serie A","Karol Linetty","POL","MF","27",1995,21,966,913,49,32,3,10,21,1,16,5,8,0,832,4,10,"https://fbref.com/en/players/d023d70f/Karol-Linetty"
2023,"Torino","Serie A","Saša Lukić","SRB","MF","25",1996,13.3,732,692,38,29,1,6,25,5,4,0,4,0,627,2,7,"https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic"
2023,"Torino","Serie A","Vanja Milinković-Savić","SRB","GK","25",1997,38,1806,1412,380,93,0,8,0,1,0,0,0,0,1113,14,1,"https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic"
2023,"Torino","Serie A","Aleksei Miranchuk","RUS","MF","26",1995,23.2,821,786,32,5,9,5,30,8,19,13,0,0,653,3,16,"https://fbref.com/en/players/a9aa0d1d/Aleksei-Miranchuk"
2023,"Torino","Serie A","Michel Ndary Adopo","FRA","MF,DF","22",2000,2.9,141,136,5,4,0,1,0,0,0,0,0,0,122,0,1,"https://fbref.com/en/players/599d91d0/Michel-Ndary-Adopo"
2023,"Torino","Serie A","Pietro Pellegri","ITA","FW","21",2001,5.2,80,71,9,1,0,0,3,0,0,0,0,0,61,0,6,"https://fbref.com/en/players/a44d3a3c/Pietro-Pellegri"
2023,"Torino","Serie A","Nemanja Radonjić","SRB","MF,FW","26",1996,16.2,473,440,29,1,2,5,76,3,25,17,5,0,298,4,23,"https://fbref.com/en/players/0630eb63/Nemanja-Radonjic"
2023,"Torino","Serie A","Samuele Ricci","ITA","MF","20",2001,23,1181,1111,66,52,2,4,31,1,13,12,1,0,1034,4,16,"https://fbref.com/en/players/9823be92/Samuele-Ricci"
2023,"Torino","Serie A","Ricardo Rodríguez","SUI","DF","29",1992,29.7,1757,1602,145,40,0,18,71,87,13,10,3,0,1439,10,31,"https://fbref.com/en/players/7f78ad23/Ricardo-Rodriguez"
2023,"Torino","Serie A","Antonio Sanabria","PAR","FW","26",1996,27,691,632,58,2,1,5,2,2,0,0,0,0,524,1,18,"https://fbref.com/en/players/0a447501/Antonio-Sanabria"
2023,"Torino","Serie A","Perr Schuurs","NED","DF","22",1999,25.8,1201,1165,36,31,0,1,2,5,0,0,0,0,1058,0,7,"https://fbref.com/en/players/e613313c/Perr-Schuurs"
2023,"Torino","Serie A","Demba Seck","SEN","MF,FW","21",2001,5.8,166,159,6,1,2,0,7,2,0,0,0,0,127,1,7,"https://fbref.com/en/players/16463a79/Demba-Seck"
2023,"Torino","Serie A","Jacopo Segre","ITA","DF","25",1997,0.2,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,"https://fbref.com/en/players/3cb132e6/Jacopo-Segre"
2023,"Torino","Serie A","Wilfried Singo","CIV","DF","21",2000,22.7,1138,923,207,20,3,7,56,187,0,0,0,0,853,8,19,"https://fbref.com/en/players/8b609c34/Wilfried-Singo"
2023,"Torino","Serie A","Ronaldo Vieira","GNB","MF","24",1998,0.2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/75e60d75/Ronaldo-Vieira"
2023,"Torino","Serie A","Nikola Vlašić","CRO","MF,FW","24",1997,30.3,981,954,23,3,2,8,46,5,9,5,2,0,775,4,43,"https://fbref.com/en/players/aa8e289e/Nikola-Vlasic"
2023,"Torino","Serie A","Mërgim Vojvoda","KVX","DF","27",1995,19.1,1143,960,178,16,4,13,43,152,10,6,0,0,887,5,18,"https://fbref.com/en/players/be2706c0/Mergim-Vojvoda"
2023,"Torino","Serie A","David Zima","CZE","DF","21",2000,4.5,197,194,3,3,0,0,0,0,0,0,0,0,154,0,3,"https://fbref.com/en/players/acf7e795/David-Zima"
2023,"Tottenham","Premier League","George Abbott","ENG","MF","16",2005,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/56628958/George-Abbott"
2023,"Tottenham","Premier League","Rodrigo Bentancur","URU","MF","25",1997,16.7,880,852,25,11,3,3,16,4,1,0,0,0,738,3,19,"https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur"
2023,"Tottenham","Premier League","Yves Bissouma","MLI","MF","25",1996,11.2,733,714,16,11,1,5,2,1,0,0,0,0,666,3,12,"https://fbref.com/en/players/6c203af0/Yves-Bissouma"
2023,"Tottenham","Premier League","Matthew Craig","SCO","MF","19",2003,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,"https://fbref.com/en/players/bc914523/Matthew-Craig"
2023,"Tottenham","Premier League","Arnaut Danjuma","NED","FW,MF","25",1997,1.9,56,56,0,0,0,0,2,0,0,0,0,0,39,0,4,"https://fbref.com/en/players/f08490a6/Arnaut-Danjuma"
2023,"Tottenham","Premier League","Ben Davies","WAL","DF","29",1993,25.4,1281,1190,87,27,1,8,35,60,0,0,0,0,1040,4,22,"https://fbref.com/en/players/44781702/Ben-Davies"
2023,"Tottenham","Premier League","Eric Dier","ENG","DF","28",1994,31.3,2001,1929,68,58,2,17,11,8,0,0,0,0,1708,4,15,"https://fbref.com/en/players/ac861941/Eric-Dier"
2023,"Tottenham","Premier League","Matt Doherty","IRL","DF,MF","30",1992,7.4,408,345,61,2,0,1,18,59,0,0,0,0,329,2,8,"https://fbref.com/en/players/d557d734/Matt-Doherty"
2023,"Tottenham","Premier League","Emerson","BRA","DF","23",1999,19.3,1060,884,170,23,2,6,46,146,1,0,0,0,848,6,37,"https://fbref.com/en/players/df8b52a5/Emerson"
2023,"Tottenham","Premier League","Fraser Forster","ENG","GK","34",1988,13.5,363,241,121,28,0,0,0,0,0,0,0,0,266,1,1,"https://fbref.com/en/players/c3e39f12/Fraser-Forster"
2023,"Tottenham","Premier League","Bryan Gil","ESP","MF,FW","21",2001,1.6,60,57,3,1,0,0,2,1,0,0,0,0,47,0,3,"https://fbref.com/en/players/7b5ab7f2/Bryan-Gil"
2023,"Tottenham","Premier League","Son Heung-min","KOR","MF,FW","30",1992,32.1,909,780,123,23,5,0,113,5,83,36,30,0,680,6,28,"https://fbref.com/en/players/92e7e919/Son-Heung-min"
2023,"Tottenham","Premier League","Pierre Højbjerg","DEN","MF","26",1995,34.8,2292,2206,81,56,10,39,15,16,1,0,0,0,2021,5,28,"https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg"
2023,"Tottenham","Premier League","Harry Kane","ENG","FW","29",1993,37.8,921,853,60,14,20,18,37,25,0,0,0,0,642,8,39,"https://fbref.com/en/players/21a66f6a/Harry-Kane"
2023,"Tottenham","Premier League","Dejan Kulusevski","SWE","MF,FW","22",2000,23,746,684,61,1,5,3,62,7,23,6,3,0,582,1,26,"https://fbref.com/en/players/df3cda47/Dejan-Kulusevski"
